frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,167601.766041,54680.000000,753.141421
4,258650.905166,127118.000000,127.165247
8,159220.056880,82257.000000,173.179098
16,210266.143944,100216.000000,259.187191
32,611726.338831,220666.000000,126.182408
64,220793.796659,119939.000000,647.396324
128,808444.259585,299610.000000,11117.189663
256,262700.829260,125610.000000,4457.590605
512,1130054.178476,263562.000000,37984.038779
1024,381625.414835,245327.000000,25595.524316
2048,574224.059835,208344.000000,213556.466416
4096,587147.189524,211477.000000,144636.732250
8192,758009.112450,155902.000000,86357.915781
16384,1585394.041341,193453.000000,273219.823904
32768,3759522.259553,236212.000000,3207121.430479
65536,1105704.677009,216794.000000,445512.918319
