frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,332979.728515,197222.000000,0.000000
4,290784.845353,166946.000000,0.000000
8,104623.567909,72124.000000,0.000000
16,347952.385626,192452.000000,0.000000
32,129731.039686,58593.000000,0.000000
64,606680.172624,221983.000000,0.000000
128,595004.875262,242689.000000,0.000000
256,555696.542893,178769.000000,0.000000
512,610939.376096,266427.000000,0.000000
1024,791722.228235,259054.000000,0.000000
2048,620796.049505,285074.000000,0.000000
4096,1104330.917694,296806.000000,0.000000
8192,519769.084551,116303.000000,0.000000
16384,930978.636446,187630.000000,0.000000
32768,336648.905039,81598.000000,0.000000
65536,2916825.473574,226670.000000,0.000000
