frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,218737.752974,200524.000000,17.088007
4,111549.806495,56884.000000,21.142375
8,126500.242446,64917.000000,2000.645396
16,172878.317012,61905.000000,26.627054
32,411401.975214,280061.000000,77.961529
64,264609.080375,181294.000000,1117.662292
128,273326.634024,122960.000000,5976.771620
256,477743.873474,222717.000000,5314.634983
512,227699.819822,104170.000000,5437.269995
1024,177075.845552,88288.000000,62149.135175
2048,257624.977510,100997.000000,62510.214181
4096,834896.438204,269880.000000,151388.858636
8192,153314.468864,70449.000000,46955.329112
16384,228537.330883,97823.000000,177248.536186
32768,462119.694977,146700.000000,169743.737343
65536,177124.439813,108909.000000,0.000000
