frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,242551.656286,107398.000000,301.210890
4,509170.587632,293668.000000,141.834410
8,159893.453662,63048.000000,126.091237
16,434721.589332,175414.000000,57.035077
32,637128.596470,299073.000000,247.576251
64,350940.688222,172958.000000,1213.593425
128,333380.274872,170647.000000,465.488990
256,554267.192940,305423.000000,9939.236490
512,356351.460772,210197.000000,74510.414326
1024,900231.312610,297201.000000,48750.778948
2048,768950.074158,290855.000000,82486.116529
4096,944560.012317,288616.000000,151138.259044
8192,1299796.798153,241919.000000,425254.228834
16384,459238.301738,185798.000000,185266.062402
32768,1159884.745184,88786.000000,811601.437611
65536,903763.432039,147957.000000,0.000000
