frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,275416.005869,116653.000000,0.000000
4,261677.034491,111968.000000,0.000000
8,305228.054707,145007.000000,0.000000
16,365396.312316,251419.000000,0.000000
32,266779.249588,163206.000000,0.000000
64,387256.404466,160374.000000,0.000000
128,466178.907320,148036.000000,0.000000
256,337217.573753,163796.000000,0.000000
512,809227.418659,248913.000000,0.000000
1024,789319.430873,282903.000000,0.000000
2048,406487.365415,118510.000000,0.000000
4096,383735.655716,115796.000000,0.000000
8192,532230.067927,192387.000000,0.000000
16384,1102489.970378,237401.000000,0.000000
32768,1331306.485953,81494.000000,0.000000
65536,3726852.829019,287526.000000,0.000000
