frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,288486.562212,241943.000000,0.000000
4,252436.585873,174777.000000,0.000000
8,135544.270185,60769.000000,0.000000
16,764346.317958,271645.000000,0.000000
32,633269.235197,280168.000000,0.000000
64,108486.677164,41702.000000,0.000000
128,419736.823595,192784.000000,0.000000
256,138629.136292,107583.000000,0.000000
512,525974.529916,246722.000000,0.000000
1024,691278.399929,288476.000000,0.000000
2048,611529.940202,251170.000000,0.000000
4096,259733.213929,118137.000000,0.000000
8192,167959.639062,50520.000000,0.000000
16384,728476.492725,292544.000000,0.000000
32768,429342.287675,153636.000000,0.000000
65536,887334.093956,245499.000000,0.000000
