frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,363091.942563,157507.000000,186.204189
4,467208.578089,187764.000000,129.930751
8,189717.451245,103360.000000,1673.887989
16,447386.626685,190054.000000,112.623266
32,223505.129013,100069.000000,517.030947
64,232478.353035,87025.000000,5470.735417
128,825993.446078,261356.000000,559.805323
256,626412.129440,244874.000000,34345.526463
512,370961.186435,129787.000000,16094.015844
1024,571782.864966,262936.000000,214139.601882
2048,957292.733802,269055.000000,250720.442128
4096,306122.693777,87127.000000,27843.164403
8192,562929.744565,159280.000000,117441.867228
16384,532645.301877,62277.000000,240699.490820
32768,2071854.925512,251381.000000,1998108.210734
65536,824666.517063,252325.000000,0.000000
