frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,336680.303615,208445.000000,32.202484
4,300138.953616,194363.000000,97.969383
8,505137.853722,235371.000000,80.826976
16,624026.328745,257396.000000,238.501572
32,533084.563150,196135.000000,91.350972
64,367325.399252,158178.000000,182.238854
128,466774.444668,277519.000000,4336.007380
256,366953.122749,153090.000000,35778.940077
512,673312.632556,240852.000000,24919.688000
1024,518985.758296,180388.000000,94784.465932
2048,613922.284934,239818.000000,93739.562352
4096,413369.195437,141227.000000,131815.095793
8192,1101707.379125,231785.000000,687434.048159
16384,1360730.443040,268203.000000,899082.561412
32768,3029081.860497,287219.000000,2561600.510497
65536,164455.366574,122897.000000,0.000000
