arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
40.00,4.64,32768.00,10.50,89.50,400
32.00,16.77,64.00,76.00,24.00,400
34.00,30.00,9.00,88.50,11.50,400
36.00,30.00,12.00,74.25,25.75,400
26.00,7.92,512.00,6.50,93.50,400
34.00,4.07,262144.00,10.25,89.75,400
30.00,5.65,4096.00,8.50,91.50,400
36.00,30.00,6.00,92.50,7.50,400
40.00,30.00,6.00,92.25,7.75,400
40.00,30.00,12.00,68.25,31.75,400
38.00,30.00,6.00,89.25,10.75,400
36.00,16.77,64.00,71.00,29.00,400
38.00,30.00,18.00,44.50,55.50,400
24.00,4.64,32768.00,9.00,91.00,400
30.00,7.92,512.00,8.50,91.50,400
30.00,4.64,32768.00,9.75,90.25,400
30.00,4.07,262144.00,6.00,94.00,400
32.00,30.00,18.00,50.25,49.75,400
40.00,30.00,15.00,50.75,49.25,400
36.00,30.00,18.00,45.00,55.00,400
36.00,30.00,9.00,84.75,15.25,400
34.00,5.65,4096.00,9.50,90.50,400
34.00,4.64,32768.00,9.00,91.00,400
34.00,16.77,64.00,74.25,25.75,400
36.00,30.00,15.00,61.75,38.25,400
36.00,4.07,262144.00,10.00,90.00,400
36.00,4.64,32768.00,10.00,90.00,400
30.00,30.00,18.00,52.75,47.25,400
40.00,30.00,18.00,42.25,57.75,400
38.00,16.77,64.00,69.50,30.50,400
32.00,30.00,9.00,89.75,10.25,400
34.00,30.00,18.00,46.00,54.00,400
20.00,4.07,262144.00,7.00,93.00,400
34.00,30.00,15.00,58.25,41.75,400
34.00,30.00,12.00,77.50,22.50,400
32.00,4.07,262144.00,10.00,90.00,400
36.00,7.92,512.00,12.25,87.75,400
32.00,5.65,4096.00,8.75,91.25,400
20.00,4.64,32768.00,7.50,92.50,400
30.00,30.00,6.00,96.25,3.75,400
40.00,7.92,512.00,11.00,89.00,400
38.00,30.00,15.00,55.00,45.00,400
26.00,4.07,262144.00,9.25,90.75,400
38.00,4.07,262144.00,9.25,90.75,400
22.00,4.64,32768.00,6.25,93.75,400
28.00,30.00,12.00,81.00,19.00,400
34.00,7.92,512.00,9.25,90.75,400
22.00,4.07,262144.00,8.00,92.00,400
22.00,5.65,4096.00,9.00,91.00,400
28.00,30.00,15.00,66.50,33.50,400
20.00,7.92,512.00,6.75,93.25,400
22.00,7.92,512.00,7.25,92.75,400
32.00,30.00,6.00,97.75,2.25,400
38.00,4.64,32768.00,11.25,88.75,400
20.00,5.65,4096.00,8.75,91.25,400
40.00,5.65,4096.00,9.50,90.50,400
32.00,30.00,12.00,74.50,25.50,400
26.00,30.00,9.00,94.50,5.50,400
38.00,7.92,512.00,10.00,90.00,400
38.00,5.65,4096.00,12.00,88.00,400
24.00,4.07,262144.00,7.50,92.50,400
24.00,16.77,64.00,76.75,23.25,400
24.00,30.00,18.00,44.75,55.25,400
24.00,30.00,12.00,77.50,22.50,400
20.00,30.00,12.00,75.25,24.75,400
22.00,30.00,12.00,79.00,21.00,400
28.00,30.00,18.00,49.25,50.75,400
22.00,30.00,15.00,61.00,39.00,400
32.00,4.64,32768.00,10.25,89.75,400
26.00,30.00,12.00,83.00,17.00,400
22.00,30.00,18.00,42.75,57.25,400
28.00,30.00,9.00,91.00,9.00,400
22.00,16.77,64.00,68.75,31.25,400
20.00,30.00,15.00,49.75,50.25,400
20.00,30.00,9.00,91.75,8.25,400
20.00,30.00,6.00,99.25,0.75,400
22.00,30.00,6.00,99.75,0.25,400
20.00,30.00,18.00,34.50,65.50,400
20.00,16.77,64.00,64.50,35.50,400
24.00,30.00,6.00,98.25,1.75,400
24.00,30.00,9.00,91.75,8.25,400
30.00,16.77,64.00,79.00,21.00,400
24.00,30.00,15.00,64.50,35.50,400
40.00,16.77,64.00,68.75,31.25,400
26.00,30.00,6.00,97.50,2.50,400
38.00,30.00,9.00,81.00,19.00,400
40.00,30.00,9.00,84.00,16.00,400
32.00,7.92,512.00,8.50,91.50,400
28.00,30.00,6.00,96.75,3.25,400
28.00,5.65,4096.00,6.25,93.75,400
30.00,30.00,15.00,60.50,39.50,400
26.00,16.77,64.00,77.00,23.00,400
30.00,30.00,12.00,79.75,20.25,400
26.00,30.00,15.00,65.50,34.50,400
32.00,30.00,15.00,60.00,40.00,400
34.00,30.00,6.00,95.00,5.00,400
30.00,30.00,9.00,90.75,9.25,400
38.00,30.00,12.00,69.00,31.00,400
40.00,4.07,262144.00,9.00,91.00,400
36.00,5.65,4096.00,9.25,90.75,400
28.00,4.07,262144.00,12.25,87.75,400
26.00,5.65,4096.00,7.25,92.75,400
26.00,4.64,32768.00,8.50,91.50,400
24.00,5.65,4096.00,9.75,90.25,400
28.00,4.64,32768.00,11.50,88.50,400
24.00,7.92,512.00,7.75,92.25,400
28.00,7.92,512.00,9.25,90.75,400
26.00,30.00,18.00,49.25,50.75,400
28.00,16.77,64.00,80.00,20.00,400
22.00,30.00,9.00,94.00,6.00,400
