arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
38.00,16.77,64.00,72.75,27.25,400
38.00,30.00,6.00,90.50,9.50,400
38.00,30.00,9.00,83.75,16.25,400
36.00,7.92,512.00,9.00,91.00,400
34.00,30.00,6.00,92.00,8.00,400
32.00,30.00,18.00,45.50,54.50,400
36.00,30.00,15.00,53.25,46.75,400
32.00,30.00,6.00,95.50,4.50,400
36.00,4.07,262144.00,14.25,85.75,400
34.00,30.00,9.00,88.50,11.50,400
32.00,30.00,9.00,88.75,11.25,400
32.00,16.77,64.00,79.00,21.00,400
36.00,30.00,18.00,46.00,54.00,400
32.00,5.65,4096.00,8.25,91.75,400
38.00,30.00,12.00,69.50,30.50,400
34.00,30.00,18.00,46.50,53.50,400
34.00,5.65,4096.00,7.75,92.25,400
34.00,4.07,262144.00,11.75,88.25,400
38.00,30.00,15.00,56.50,43.50,400
36.00,30.00,6.00,92.00,8.00,400
40.00,30.00,12.00,67.75,32.25,400
40.00,30.00,15.00,58.25,41.75,400
40.00,4.64,32768.00,8.50,91.50,400
34.00,4.64,32768.00,10.25,89.75,400
40.00,7.92,512.00,9.50,90.50,400
32.00,7.92,512.00,8.75,91.25,400
30.00,7.92,512.00,9.00,91.00,400
38.00,5.65,4096.00,12.25,87.75,400
38.00,4.07,262144.00,10.75,89.25,400
36.00,30.00,12.00,74.50,25.50,400
32.00,30.00,15.00,61.50,38.50,400
34.00,16.77,64.00,76.00,24.00,400
34.00,7.92,512.00,6.50,93.50,400
22.00,4.07,262144.00,10.50,89.50,400
40.00,5.65,4096.00,9.25,90.75,400
36.00,5.65,4096.00,9.00,91.00,400
24.00,4.07,262144.00,9.00,91.00,400
20.00,5.65,4096.00,6.25,93.75,400
26.00,5.65,4096.00,7.50,92.50,400
36.00,4.64,32768.00,10.25,89.75,400
22.00,4.64,32768.00,6.75,93.25,400
20.00,4.64,32768.00,8.25,91.75,400
24.00,7.92,512.00,5.75,94.25,400
22.00,5.65,4096.00,5.25,94.75,400
20.00,7.92,512.00,6.50,93.50,400
28.00,16.77,64.00,80.00,20.00,400
28.00,30.00,18.00,49.00,51.00,400
26.00,7.92,512.00,4.75,95.25,400
