arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
26,13.000000,262144,85512102.535370,56415098.385363,45278630.689691,43094129.512192,43094354.675703,43096207.260107
26,15.300000,32768,89499687.532647,62786491.025392,62770424.007025,62760309.437746,62792247.097202,62749178.986550
26,19.700000,4096,123455672.994650,99467387.405758,97108037.727943,97102283.881742,97102837.508245,97096719.698601
26,32.300000,512,295561547.802455,298002141.110231,300095434.383557,300292145.357507,300288545.068050,300292145.357507
26,90.000000,36,297634656.316310,297634656.316310,297634656.316310,297634656.316310,297634656.316310,297634656.316310
26,90.000000,27,298635201.519203,298635201.519203,298635201.519203,298635201.519203,298635201.519203,298635201.519203
26,90.000000,18,297009513.868253,297009513.868253,297009513.868253,297009513.868253,297009513.868253,297009513.868253
