arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
24,13.000000,262144,92183702.156752,53949106.736233,48824849.927553,48824110.165275,48815926.705590,48815920.241537
24,15.300000,32768,108908701.840523,82519667.477305,68540513.297722,68532879.832252,68537476.349601,68529489.163297
24,19.700000,4096,125447905.666202,108817674.643685,106538081.812044,106532196.816575,106524573.205633,106544151.461220
24,32.300000,512,300441498.023856,305482014.841988,307200498.360234,308912324.804759,308911501.570027,308912324.804759
24,90.000000,36,308480161.655539,308480161.655539,308480161.655539,308480161.655539,308480161.655539,308480161.655539
24,90.000000,27,307714849.749463,307714849.749463,307714849.749463,307714849.749463,307714849.749463,307714849.749463
24,90.000000,18,307601139.045889,307601139.045889,307601139.045889,307601139.045889,307601139.045889,307601139.045889
