arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
38,13.000000,262144,82524666.518759,42408835.457619,21459219.539347,21481126.419916,21495283.049489,21437203.183629
38,15.300000,32768,73020100.171906,44609209.035673,34079277.241685,34070322.978174,34083760.580684,34067600.191001
38,19.700000,4096,96029181.763113,68541456.827299,66086393.989937,66067068.413213,66066474.388728,66061435.204194
38,32.300000,512,237220594.542756,241314798.463038,242823186.167704,243319326.071508,243319326.099935,243319572.630753
38,90.000000,36,242138496.209057,242138496.209057,242138496.209057,242138496.209057,242138496.209057,242138496.209057
38,90.000000,18,243854869.891551,243854869.891551,243854869.891551,243854869.891551,243854869.891551,243854869.891551
38,90.000000,27,242743740.134002,242743740.134002,242743740.134002,242743740.134002,242743740.134002,242743740.134002
