arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
34,90.000000,36,33016878.423245,33016878.423245,33016878.423245,33016878.423245,33016878.423245,33016878.423245
34,13.000000,262144,7517463.919231,4530295.381109,3510150.042629,3511746.643275,3510230.230759,3510759.919526
34,32.300000,512,31892320.717236,32531348.731937,32629280.038282,32935255.209640,32931567.881407,32935257.339095
34,15.300000,32768,10391377.769621,7628979.967607,5624492.575432,5624591.348118,5626608.082389,5624347.390941
34,90.000000,27,33088916.231818,33088916.231818,33088916.231818,33088916.231818,33088916.231818,33088916.231818
34,90.000000,18,32719032.249901,32719032.249901,32719032.249901,32719032.249901,32719032.249901,32719032.249901
34,19.700000,4096,11219164.380599,10264963.845246,10261476.957803,10281559.714504,10279964.292084,10261321.088096
