arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
34,32.300000,512,32139310.567489,32145653.655838,32871791.885459,32871791.885459,32871791.885459,32871791.885459
34,19.700000,4096,12983581.788226,10778353.286007,10064695.748637,10062392.396521,10062626.860366,10062814.138425
34,15.300000,32768,9685114.507628,7447799.058632,5664839.539479,5667064.182070,5703459.625790,5663917.493518
34,90.000000,36,32778723.073606,32778723.073606,32778723.073606,32778723.073606,32778723.073606,32778723.073606
34,90.000000,18,32758790.529284,32758790.529284,32758790.529284,32758790.529284,32758790.529284,32758790.529284
34,90.000000,27,32864935.931951,32864935.931951,32864935.931951,32864935.931951,32864935.931951,32864935.931951
34,13.000000,262144,14154678.895981,4298292.185872,4016172.652690,4060504.993668,4056872.033864,4016261.552178
