arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
40,90.000000,27,28860931.712786,28860931.712786,28860931.712786,28860931.712786,28860931.712786,28860931.712786
40,13.000000,262144,7137704.944813,2393389.536795,2398782.564470,2391412.962067,2394895.738974,2394503.151244
40,32.300000,512,28905160.558770,29327895.614698,29521556.031617,29521556.031617,29510387.892506,29521556.031617
40,90.000000,18,29319383.695664,29319383.695664,29319383.695664,29319383.695664,29319383.695664,29319383.695664
40,19.700000,4096,12314008.689920,7278619.560658,7276728.251719,7284310.786868,7353547.034637,7278316.862662
40,90.000000,36,29192369.973045,29192369.973045,29192369.973045,29192369.973045,29192369.973045,29192369.973045
40,15.300000,32768,7007140.436892,5253144.264665,4136655.952277,4135113.871687,4136223.681560,4139352.882902
