arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
26,13.000000,262144,99846296.876673,48765839.124442,42647625.102428,42049450.928135,42041381.189788,42039908.892395
26,15.300000,32768,93536276.616884,64000736.991631,63406767.850123,63416176.838564,63429504.083390,63416476.054920
26,19.700000,4096,133815124.160227,107841240.884756,100599521.877908,100606140.260705,100597084.114728,100593472.038116
26,32.300000,512,288393703.139473,294851344.407675,298078186.233343,298664307.754629,298663545.681377,298664307.754629
26,90.000000,18,297966003.519974,297966003.519974,297966003.519974,297966003.519974,297966003.519974,297966003.519974
26,90.000000,36,299174528.793656,299174528.793656,299174528.793656,299174528.793656,299174528.793656,299174528.793656
26,90.000000,27,298108970.321748,298108970.321748,298108970.321748,298108970.321748,298108970.321748,298108970.321748
