arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
30,13.000000,262144,60426480.344487,40914450.907820,34961628.144419,34952723.878523,34975580.228965,34958488.363356
30,15.300000,32768,84585080.055369,55000209.715141,50269433.425423,50264376.652054,50286253.518893,50275229.228421
30,19.700000,4096,111509735.433019,93071394.092281,86645013.739337,86638948.236679,86653132.139942,86641917.334364
30,32.300000,512,274658567.961660,280602031.391655,281548164.821847,281959681.814998,281959681.814998,281959681.814998
30,90.000000,27,277523663.145282,277523663.145282,277523663.145282,277523663.145282,277523663.145282,277523663.145282
30,90.000000,36,278555995.924608,278555995.924608,278555995.924608,278555995.924608,278555995.924608,278555995.924608
30,90.000000,18,279540244.694125,279540244.694125,279540244.694125,279540244.694125,279540244.694125,279540244.694125
