arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
38,90.000000,18,30203363.574820,30203363.574820,30203363.574820,30203363.574820,30203363.574820,30203363.574820
38,13.000000,262144,7939118.369891,5170526.497432,2674397.314138,2679956.965140,2831222.726815,2673458.576102
38,32.300000,512,30210253.177355,30589874.753817,30795975.231360,30795063.363239,30781497.052660,30795975.231360
38,90.000000,36,30742999.364853,30742999.364853,30742999.364853,30742999.364853,30742999.364853,30742999.364853
38,19.700000,4096,9082545.263514,8380886.152162,8385294.699706,8391214.779041,8412066.509854,8376815.325672
38,90.000000,27,29935446.618500,29935446.618500,29935446.618500,29935446.618500,29935446.618500,29935446.618500
38,15.300000,32768,10763606.087718,6027718.009170,4694763.708758,4683261.563590,4700104.603490,4683029.614617
