arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
24,13.000000,262144,93479969.116972,55318115.045792,47350063.103356,47347667.714415,47351017.491986,47345681.318162
24,15.300000,32768,96496969.575125,71276564.395083,69044352.208808,69038528.784640,69038432.723098,69034470.348224
24,19.700000,4096,130163356.809249,112346287.070230,108476398.178091,108468978.798734,108470301.786654,108465837.057221
24,90.000000,27,307361444.971096,307361444.971096,307361444.971096,307361444.971096,307361444.971096,307361444.971096
24,32.300000,512,297692451.789527,301325756.841101,304134535.692549,305916605.290679,305915762.362059,305916605.290679
24,90.000000,36,306710693.926305,306710693.926305,306710693.926305,306710693.926305,306710693.926305,306710693.926305
24,90.000000,18,307888222.472446,307888222.472446,307888222.472446,307888222.472446,307888222.472446,307888222.472446
