arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
26,13.000000,262144,67427016.118202
26,15.300000,32768,91047627.910749
26,19.700000,4096,127007621.716173
26,32.300000,512,207301157.984576
26,90.000000,18,302268546.051743
26,90.000000,27,288837230.740303
26,90.000000,36,275367455.436337
