arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38,13.000000,262144,46957646.707777
38,15.300000,32768,65935476.011511
38,19.700000,4096,103520229.907600
38,32.300000,512,176834454.452467
38,90.000000,18,270164769.777474
38,90.000000,27,256905918.876879
38,90.000000,36,243672341.873310
