arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38,13.000000,262144,46059142.528233
38,15.300000,32768,64689560.215452
38,19.700000,4096,100703600.538372
38,32.300000,512,177949180.722083
38,90.000000,18,267884530.163276
38,90.000000,27,255900876.884426
38,90.000000,36,242686433.760481
