arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34,13.000000,262144,53338394.754333
34,15.300000,32768,73554937.677611
34,19.700000,4096,109007182.117980
34,32.300000,512,185901910.726390
34,90.000000,18,279064157.679746
34,90.000000,27,265616646.398899
34,90.000000,36,253768699.816990
