arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
38.00,30.00,6.00,92.00,8.00,400
40.00,30.00,6.00,88.25,11.75,400
34.00,30.00,6.00,95.00,5.00,400
34.00,30.00,9.00,86.25,13.75,400
40.00,30.00,12.00,70.00,30.00,400
26.00,5.65,4096.00,5.75,94.25,400
40.00,30.00,18.00,47.00,53.00,400
32.00,30.00,6.00,95.50,4.50,400
40.00,30.00,15.00,49.00,51.00,400
36.00,4.07,262144.00,14.25,85.75,400
30.00,5.65,4096.00,11.25,88.75,400
40.00,16.77,64.00,67.25,32.75,400
32.00,16.77,64.00,75.75,24.25,400
38.00,30.00,12.00,70.00,30.00,400
34.00,5.65,4096.00,9.25,90.75,400
38.00,30.00,9.00,82.25,17.75,400
20.00,4.07,262144.00,10.00,90.00,400
36.00,30.00,12.00,75.75,24.25,400
32.00,30.00,18.00,49.75,50.25,400
38.00,30.00,15.00,56.50,43.50,400
40.00,5.65,4096.00,9.50,90.50,400
38.00,16.77,64.00,73.25,26.75,400
38.00,30.00,18.00,47.00,53.00,400
40.00,30.00,9.00,81.25,18.75,400
26.00,4.64,32768.00,9.25,90.75,400
40.00,4.07,262144.00,11.50,88.50,400
32.00,4.07,262144.00,10.50,89.50,400
30.00,30.00,9.00,93.00,7.00,400
26.00,4.07,262144.00,8.75,91.25,400
20.00,4.64,32768.00,7.00,93.00,400
36.00,7.92,512.00,9.50,90.50,400
40.00,4.64,32768.00,9.00,91.00,400
22.00,5.65,4096.00,8.75,91.25,400
24.00,4.64,32768.00,8.25,91.75,400
28.00,5.65,4096.00,6.50,93.50,400
34.00,30.00,12.00,71.75,28.25,400
32.00,30.00,15.00,59.50,40.50,400
34.00,30.00,15.00,59.00,41.00,400
34.00,7.92,512.00,14.50,85.50,400
34.00,16.77,64.00,75.00,25.00,400
36.00,5.65,4096.00,7.75,92.25,400
36.00,30.00,15.00,55.75,44.25,400
30.00,4.64,32768.00,8.50,91.50,400
38.00,7.92,512.00,13.00,87.00,400
28.00,4.07,262144.00,9.00,91.00,400
24.00,5.65,4096.00,5.50,94.50,400
40.00,7.92,512.00,12.75,87.25,400
36.00,30.00,9.00,86.50,13.50,400
32.00,7.92,512.00,8.50,91.50,400
34.00,4.64,32768.00,8.75,91.25,400
20.00,5.65,4096.00,6.25,93.75,400
38.00,5.65,4096.00,12.00,88.00,400
32.00,30.00,12.00,73.25,26.75,400
30.00,30.00,12.00,80.50,19.50,400
32.00,5.65,4096.00,7.75,92.25,400
36.00,30.00,6.00,92.00,8.00,400
28.00,30.00,12.00,80.00,20.00,400
30.00,16.77,64.00,76.75,23.25,400
32.00,30.00,9.00,87.75,12.25,400
36.00,16.77,64.00,76.25,23.75,400
32.00,4.64,32768.00,7.75,92.25,400
22.00,4.07,262144.00,9.75,90.25,400
34.00,30.00,18.00,46.25,53.75,400
28.00,30.00,6.00,97.75,2.25,400
26.00,7.92,512.00,7.00,93.00,400
30.00,30.00,6.00,97.25,2.75,400
38.00,4.64,32768.00,12.00,88.00,400
36.00,4.64,32768.00,8.50,91.50,400
30.00,7.92,512.00,9.00,91.00,400
26.00,30.00,9.00,93.25,6.75,400
26.00,30.00,6.00,98.75,1.25,400
38.00,4.07,262144.00,10.00,90.00,400
26.00,30.00,12.00,82.25,17.75,400
30.00,4.07,262144.00,10.00,90.00,400
22.00,4.64,32768.00,6.25,93.75,400
28.00,30.00,15.00,63.25,36.75,400
28.00,30.00,18.00,48.25,51.75,400
30.00,30.00,15.00,64.75,35.25,400
30.00,30.00,18.00,51.50,48.50,400
36.00,30.00,18.00,44.25,55.75,400
24.00,7.92,512.00,8.25,91.75,400
26.00,16.77,64.00,79.25,20.75,400
26.00,30.00,15.00,66.00,34.00,400
28.00,7.92,512.00,8.50,91.50,400
28.00,30.00,9.00,91.75,8.25,400
22.00,30.00,6.00,98.75,1.25,400
22.00,30.00,9.00,92.25,7.75,400
20.00,30.00,6.00,98.25,1.75,400
28.00,16.77,64.00,78.75,21.25,400
28.00,4.64,32768.00,11.75,88.25,400
26.00,30.00,18.00,46.75,53.25,400
24.00,30.00,9.00,93.75,6.25,400
24.00,30.00,6.00,98.75,1.25,400
20.00,7.92,512.00,5.50,94.50,400
24.00,30.00,12.00,77.75,22.25,400
20.00,30.00,9.00,92.50,7.50,400
22.00,7.92,512.00,6.25,93.75,400
24.00,30.00,18.00,46.00,54.00,400
22.00,30.00,18.00,40.50,59.50,400
22.00,16.77,64.00,74.25,25.75,400
24.00,16.77,64.00,75.75,24.25,400
22.00,30.00,15.00,60.25,39.75,400
20.00,30.00,18.00,35.50,64.50,400
20.00,30.00,15.00,49.50,50.50,400
24.00,4.07,262144.00,8.50,91.50,400
20.00,16.77,64.00,63.50,36.50,400
20.00,30.00,12.00,73.50,26.50,400
24.00,30.00,15.00,64.25,35.75,400
22.00,30.00,12.00,78.25,21.75,400
34.00,4.07,262144.00,9.00,91.00,400
