arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
26.00,30.00,6.00,97.75,2.25,400
22.00,5.65,4096.00,6.00,94.00,400
24.00,5.65,4096.00,9.25,90.75,400
26.00,30.00,9.00,93.00,7.00,400
20.00,4.07,262144.00,9.50,90.50,400
26.00,7.92,512.00,7.25,92.75,400
26.00,4.64,32768.00,8.25,91.75,400
30.00,16.77,64.00,76.50,23.50,400
26.00,16.77,64.00,74.75,25.25,400
26.00,30.00,15.00,64.25,35.75,400
28.00,4.64,32768.00,7.00,93.00,400
22.00,7.92,512.00,6.75,93.25,400
28.00,5.65,4096.00,9.75,90.25,400
30.00,4.07,262144.00,10.00,90.00,400
28.00,7.92,512.00,8.25,91.75,400
24.00,7.92,512.00,8.75,91.25,400
28.00,30.00,9.00,93.25,6.75,400
28.00,30.00,18.00,49.50,50.50,400
24.00,30.00,18.00,48.75,51.25,400
22.00,4.07,262144.00,9.00,91.00,400
28.00,30.00,12.00,81.25,18.75,400
22.00,4.64,32768.00,8.00,92.00,400
20.00,4.64,32768.00,7.50,92.50,400
24.00,30.00,15.00,57.75,42.25,400
24.00,16.77,64.00,78.00,22.00,400
28.00,30.00,15.00,64.25,35.75,400
28.00,16.77,64.00,78.75,21.25,400
22.00,30.00,6.00,98.25,1.75,400
20.00,7.92,512.00,5.75,94.25,400
22.00,30.00,15.00,59.75,40.25,400
20.00,30.00,15.00,52.75,47.25,400
30.00,30.00,9.00,90.50,9.50,400
30.00,4.64,32768.00,11.00,89.00,400
24.00,30.00,9.00,95.00,5.00,400
30.00,30.00,12.00,80.50,19.50,400
24.00,30.00,12.00,81.25,18.75,400
40.00,30.00,12.00,69.00,31.00,400
40.00,16.77,64.00,68.50,31.50,400
40.00,30.00,9.00,80.00,20.00,400
40.00,30.00,6.00,89.50,10.50,400
32.00,30.00,15.00,61.50,38.50,400
20.00,16.77,64.00,66.75,33.25,400
20.00,30.00,6.00,99.00,1.00,400
20.00,30.00,9.00,93.25,6.75,400
22.00,30.00,12.00,77.75,22.25,400
38.00,7.92,512.00,13.00,87.00,400
