arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
34.00,30.00,6.00,95.00,5.00,400
40.00,30.00,9.00,77.50,22.50,400
32.00,30.00,12.00,78.50,21.50,400
26.00,5.65,4096.00,8.00,92.00,400
34.00,30.00,12.00,73.75,26.25,400
38.00,30.00,12.00,68.25,31.75,400
32.00,30.00,6.00,95.50,4.50,400
30.00,30.00,18.00,52.25,47.75,400
32.00,30.00,9.00,89.75,10.25,400
38.00,30.00,6.00,91.50,8.50,400
36.00,30.00,6.00,93.25,6.75,400
36.00,30.00,9.00,86.75,13.25,400
40.00,30.00,12.00,73.75,26.25,400
40.00,30.00,6.00,88.00,12.00,400
40.00,4.64,32768.00,10.50,89.50,400
32.00,16.77,64.00,76.00,24.00,400
32.00,30.00,15.00,63.50,36.50,400
28.00,7.92,512.00,7.50,92.50,400
38.00,30.00,9.00,83.25,16.75,400
34.00,30.00,15.00,59.75,40.25,400
34.00,30.00,18.00,44.25,55.75,400
30.00,30.00,9.00,90.75,9.25,400
40.00,5.65,4096.00,11.25,88.75,400
36.00,30.00,18.00,43.25,56.75,400
38.00,16.77,64.00,70.75,29.25,400
30.00,4.07,262144.00,9.75,90.25,400
32.00,30.00,18.00,49.00,51.00,400
36.00,4.07,262144.00,11.75,88.25,400
34.00,5.65,4096.00,8.75,91.25,400
34.00,16.77,64.00,73.75,26.25,400
40.00,30.00,18.00,45.00,55.00,400
32.00,4.64,32768.00,10.00,90.00,400
36.00,16.77,64.00,73.00,27.00,400
30.00,4.64,32768.00,10.25,89.75,400
40.00,4.07,262144.00,12.50,87.50,400
38.00,30.00,15.00,54.25,45.75,400
38.00,30.00,18.00,38.25,61.75,400
40.00,30.00,15.00,55.00,45.00,400
30.00,30.00,6.00,97.25,2.75,400
36.00,5.65,4096.00,9.25,90.75,400
38.00,5.65,4096.00,9.25,90.75,400
36.00,4.64,32768.00,9.75,90.25,400
38.00,7.92,512.00,10.50,89.50,400
36.00,7.92,512.00,10.00,90.00,400
26.00,4.07,262144.00,8.50,91.50,400
38.00,4.07,262144.00,8.50,91.50,400
28.00,4.64,32768.00,11.50,88.50,400
34.00,30.00,9.00,87.50,12.50,400
34.00,7.92,512.00,7.25,92.75,400
32.00,7.92,512.00,11.25,88.75,400
28.00,5.65,4096.00,8.75,91.25,400
32.00,5.65,4096.00,10.50,89.50,400
36.00,30.00,12.00,68.75,31.25,400
30.00,7.92,512.00,7.50,92.50,400
30.00,16.77,64.00,81.50,18.50,400
34.00,4.07,262144.00,9.75,90.25,400
36.00,30.00,15.00,53.25,46.75,400
40.00,16.77,64.00,69.75,30.25,400
40.00,7.92,512.00,9.75,90.25,400
22.00,4.07,262144.00,9.25,90.75,400
30.00,5.65,4096.00,9.50,90.50,400
26.00,4.64,32768.00,8.75,91.25,400
30.00,30.00,15.00,68.00,32.00,400
24.00,5.65,4096.00,6.25,93.75,400
26.00,7.92,512.00,8.50,91.50,400
38.00,4.64,32768.00,13.25,86.75,400
24.00,4.64,32768.00,6.75,93.25,400
22.00,5.65,4096.00,7.50,92.50,400
28.00,30.00,6.00,97.50,2.50,400
30.00,30.00,12.00,78.75,21.25,400
34.00,4.64,32768.00,9.75,90.25,400
20.00,4.64,32768.00,6.00,94.00,400
28.00,4.07,262144.00,7.00,93.00,400
28.00,30.00,12.00,81.00,19.00,400
28.00,16.77,64.00,74.00,26.00,400
24.00,7.92,512.00,6.75,93.25,400
20.00,5.65,4096.00,7.50,92.50,400
28.00,30.00,15.00,65.25,34.75,400
28.00,30.00,9.00,93.25,6.75,400
26.00,30.00,6.00,98.75,1.25,400
22.00,4.64,32768.00,6.50,93.50,400
26.00,30.00,9.00,94.50,5.50,400
28.00,30.00,18.00,45.50,54.50,400
22.00,7.92,512.00,7.50,92.50,400
26.00,16.77,64.00,77.00,23.00,400
26.00,30.00,12.00,81.00,19.00,400
20.00,4.07,262144.00,6.75,93.25,400
26.00,30.00,18.00,48.50,51.50,400
24.00,30.00,9.00,94.50,5.50,400
24.00,30.00,12.00,80.25,19.75,400
24.00,30.00,6.00,98.75,1.25,400
32.00,4.07,262144.00,10.75,89.25,400
22.00,30.00,9.00,94.75,5.25,400
26.00,30.00,15.00,60.25,39.75,400
24.00,30.00,18.00,45.00,55.00,400
22.00,30.00,12.00,78.00,22.00,400
24.00,16.77,64.00,73.00,27.00,400
22.00,30.00,15.00,60.25,39.75,400
24.00,30.00,15.00,66.25,33.75,400
20.00,30.00,6.00,98.50,1.50,400
20.00,30.00,9.00,90.75,9.25,400
20.00,7.92,512.00,6.50,93.50,400
22.00,30.00,6.00,99.00,1.00,400
20.00,30.00,12.00,76.50,23.50,400
22.00,30.00,18.00,40.00,60.00,400
20.00,16.77,64.00,65.75,34.25,400
20.00,30.00,15.00,56.50,43.50,400
20.00,30.00,18.00,32.50,67.50,400
22.00,16.77,64.00,73.50,26.50,400
24.00,4.07,262144.00,5.75,94.25,400
