arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
32.00,16.77,64.00,76.75,23.25,400
40.00,16.77,64.00,69.00,31.00,400
40.00,30.00,12.00,65.75,34.25,400
34.00,30.00,12.00,75.75,24.25,400
36.00,30.00,9.00,86.50,13.50,400
34.00,30.00,18.00,51.25,48.75,400
40.00,7.92,512.00,12.50,87.50,400
34.00,30.00,6.00,95.25,4.75,400
38.00,4.64,32768.00,9.75,90.25,400
38.00,5.65,4096.00,8.75,91.25,400
30.00,30.00,6.00,96.75,3.25,400
40.00,5.65,4096.00,10.75,89.25,400
36.00,5.65,4096.00,6.25,93.75,400
30.00,30.00,15.00,62.50,37.50,400
38.00,4.07,262144.00,11.75,88.25,400
40.00,4.64,32768.00,11.00,89.00,400
34.00,7.92,512.00,7.25,92.75,400
34.00,30.00,9.00,87.50,12.50,400
22.00,4.07,262144.00,7.50,92.50,400
40.00,30.00,6.00,90.50,9.50,400
20.00,4.64,32768.00,5.75,94.25,400
26.00,7.92,512.00,6.50,93.50,400
34.00,5.65,4096.00,9.50,90.50,400
40.00,30.00,18.00,45.50,54.50,400
40.00,30.00,9.00,81.25,18.75,400
40.00,4.07,262144.00,10.50,89.50,400
38.00,7.92,512.00,10.00,90.00,400
28.00,4.07,262144.00,8.25,91.75,400
24.00,5.65,4096.00,6.00,94.00,400
24.00,4.64,32768.00,7.25,92.75,400
22.00,4.64,32768.00,8.25,91.75,400
22.00,5.65,4096.00,5.50,94.50,400
34.00,30.00,15.00,60.25,39.75,400
34.00,4.07,262144.00,9.50,90.50,400
34.00,16.77,64.00,76.25,23.75,400
28.00,7.92,512.00,6.50,93.50,400
20.00,5.65,4096.00,6.50,93.50,400
36.00,4.07,262144.00,9.00,91.00,400
32.00,30.00,12.00,78.50,21.50,400
26.00,4.64,32768.00,8.75,91.25,400
28.00,30.00,12.00,80.75,19.25,400
32.00,30.00,15.00,58.75,41.25,400
28.00,30.00,9.00,91.25,8.75,400
30.00,16.77,64.00,77.25,22.75,400
28.00,30.00,6.00,98.50,1.50,400
26.00,30.00,15.00,60.50,39.50,400
24.00,4.07,262144.00,7.50,92.50,400
26.00,30.00,18.00,50.00,50.00,400
28.00,30.00,18.00,49.75,50.25,400
22.00,7.92,512.00,7.00,93.00,400
28.00,4.64,32768.00,6.75,93.25,400
20.00,30.00,6.00,99.75,0.25,400
30.00,30.00,12.00,78.50,21.50,400
24.00,7.92,512.00,7.00,93.00,400
30.00,4.07,262144.00,8.25,91.75,400
20.00,30.00,12.00,75.50,24.50,400
24.00,30.00,12.00,80.25,19.75,400
22.00,30.00,6.00,99.25,0.75,400
20.00,4.07,262144.00,7.25,92.75,400
32.00,30.00,18.00,47.75,52.25,400
30.00,30.00,9.00,89.75,10.25,400
28.00,16.77,64.00,80.00,20.00,400
36.00,30.00,12.00,69.50,30.50,400
36.00,16.77,64.00,75.25,24.75,400
26.00,5.65,4096.00,6.00,94.00,400
30.00,5.65,4096.00,10.75,89.25,400
34.00,4.64,32768.00,8.25,91.75,400
30.00,30.00,18.00,55.00,45.00,400
38.00,30.00,12.00,67.75,32.25,400
38.00,30.00,9.00,85.25,14.75,400
24.00,30.00,15.00,61.75,38.25,400
38.00,16.77,64.00,67.50,32.50,400
30.00,4.64,32768.00,9.25,90.75,400
38.00,30.00,15.00,54.00,46.00,400
30.00,7.92,512.00,10.25,89.75,400
38.00,30.00,6.00,90.50,9.50,400
38.00,30.00,18.00,38.75,61.25,400
32.00,30.00,9.00,89.50,10.50,400
36.00,7.92,512.00,10.25,89.75,400
22.00,30.00,12.00,73.25,26.75,400
22.00,30.00,15.00,57.00,43.00,400
22.00,30.00,18.00,40.50,59.50,400
20.00,7.92,512.00,7.75,92.25,400
22.00,30.00,9.00,93.75,6.25,400
20.00,30.00,9.00,91.50,8.50,400
22.00,16.77,64.00,74.75,25.25,400
24.00,30.00,6.00,99.00,1.00,400
26.00,4.07,262144.00,7.00,93.00,400
20.00,16.77,64.00,66.50,33.50,400
20.00,30.00,18.00,30.75,69.25,400
20.00,30.00,15.00,53.50,46.50,400
32.00,4.07,262144.00,11.25,88.75,400
28.00,30.00,15.00,64.50,35.50,400
28.00,5.65,4096.00,10.25,89.75,400
32.00,5.65,4096.00,8.00,92.00,400
36.00,30.00,15.00,57.50,42.50,400
32.00,7.92,512.00,6.25,93.75,400
32.00,4.64,32768.00,7.25,92.75,400
36.00,30.00,6.00,95.00,5.00,400
24.00,30.00,18.00,45.00,55.00,400
36.00,4.64,32768.00,10.00,90.00,400
24.00,30.00,9.00,93.00,7.00,400
32.00,30.00,6.00,96.50,3.50,400
36.00,30.00,18.00,44.00,56.00,400
40.00,30.00,15.00,60.25,39.75,400
24.00,16.77,64.00,74.75,25.25,400
26.00,16.77,64.00,77.50,22.50,400
26.00,30.00,9.00,96.00,4.00,400
26.00,30.00,12.00,79.75,20.25,400
26.00,30.00,6.00,98.50,1.50,400
