arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
20.00,300.00,150,0.00,100.00,40
26.00,300.00,150,0.00,100.00,40
32.00,1500.00,600,0.00,100.00,40
30.00,1500.00,600,0.00,100.00,40
20.00,1500.00,600,0.00,100.00,40
24.00,300.00,150,0.00,100.00,40
36.00,8000.00,3000,0.00,100.00,40
30.00,8000.00,3000,0.00,100.00,40
34.00,1500.00,600,0.00,100.00,40
30.00,300.00,150,0.00,100.00,40
36.00,1500.00,600,0.00,100.00,40
38.00,300.00,150,0.00,100.00,40
24.00,1500.00,600,0.00,100.00,40
32.00,8000.00,3000,0.00,100.00,40
40.00,300.00,150,0.00,100.00,40
32.00,300.00,150,0.00,100.00,40
34.00,8000.00,3000,0.00,100.00,40
38.00,1500.00,600,0.00,100.00,40
22.00,8000.00,3000,0.00,100.00,40
26.00,8000.00,3000,0.00,100.00,40
28.00,8000.00,3000,0.00,100.00,40
34.00,300.00,150,0.00,100.00,40
40.00,8000.00,3000,0.00,100.00,40
28.00,300.00,150,0.00,100.00,40
28.00,1500.00,600,0.00,100.00,40
36.00,300.00,150,0.00,100.00,40
38.00,8000.00,3000,0.00,100.00,40
24.00,8000.00,3000,0.00,100.00,40
40.00,1500.00,600,0.00,100.00,40
20.00,8000.00,3000,0.00,100.00,40
26.00,1500.00,600,0.00,100.00,40
22.00,1500.00,600,0.00,100.00,40
22.00,300.00,150,0.00,100.00,40
38.00,13.00,262144,0.00,100.00,400
40.00,13.00,262144,0.50,99.50,400
34.00,13.00,262144,0.25,99.75,400
36.00,13.00,262144,0.00,100.00,400
38.00,15.30,32768,0.25,99.75,400
40.00,15.30,32768,0.25,99.75,400
28.00,90.00,18,89.00,11.00,400
40.00,90.00,18,99.75,0.25,400
34.00,90.00,18,99.00,1.00,400
36.00,15.30,32768,0.00,100.00,400
30.00,13.00,262144,0.50,99.50,400
32.00,90.00,18,98.25,1.75,400
32.00,13.00,262144,0.00,100.00,400
36.00,90.00,18,99.25,0.75,400
34.00,15.30,32768,0.00,100.00,400
40.00,90.00,27,92.50,7.50,400
32.00,15.30,32768,0.00,100.00,400
30.00,90.00,18,94.75,5.25,400
38.00,90.00,27,83.75,16.25,400
36.00,90.00,27,75.50,24.50,400
24.00,90.00,18,50.75,49.25,400
28.00,13.00,262144,0.00,100.00,400
38.00,90.00,18,99.25,0.75,400
28.00,15.30,32768,0.00,100.00,400
38.00,19.70,4096,0.50,99.50,400
30.00,15.30,32768,0.00,100.00,400
36.00,19.70,4096,0.00,100.00,400
26.00,90.00,18,73.50,26.50,400
24.00,15.30,32768,0.00,100.00,400
26.00,15.30,32768,0.00,100.00,400
26.00,13.00,262144,0.00,100.00,400
32.00,90.00,27,45.00,55.00,400
38.00,90.00,36,32.50,67.50,400
20.00,90.00,18,6.75,93.25,400
40.00,19.70,4096,0.00,100.00,400
32.00,19.70,4096,0.00,100.00,400
22.00,90.00,27,0.00,100.00,400
40.00,90.00,36,51.00,49.00,400
34.00,19.70,4096,0.00,100.00,400
22.00,90.00,18,26.25,73.75,400
24.00,13.00,262144,0.25,99.75,400
22.00,13.00,262144,0.00,100.00,400
20.00,13.00,262144,0.00,100.00,400
34.00,90.00,36,9.50,90.50,400
28.00,90.00,36,0.25,99.75,400
36.00,90.00,36,18.75,81.25,400
34.00,32.30,512,0.00,100.00,400
34.00,90.00,27,60.25,39.75,400
30.00,32.30,512,0.00,100.00,400
40.00,32.30,512,0.00,100.00,400
22.00,15.30,32768,0.00,100.00,400
30.00,19.70,4096,0.00,100.00,400
24.00,19.70,4096,0.00,100.00,400
32.00,90.00,36,4.75,95.25,400
24.00,90.00,27,1.25,98.75,400
28.00,32.30,512,0.00,100.00,400
32.00,32.30,512,0.00,100.00,400
30.00,90.00,27,27.50,72.50,400
22.00,19.70,4096,0.00,100.00,400
28.00,19.70,4096,0.00,100.00,400
26.00,32.30,512,0.00,100.00,400
26.00,90.00,27,4.75,95.25,400
38.00,32.30,512,0.00,100.00,400
22.00,90.00,36,0.00,100.00,400
36.00,32.30,512,0.00,100.00,400
28.00,90.00,27,13.50,86.50,400
24.00,32.30,512,0.00,100.00,400
26.00,90.00,36,0.00,100.00,400
30.00,90.00,36,0.50,99.50,400
20.00,90.00,27,0.00,100.00,400
20.00,15.30,32768,0.00,100.00,400
22.00,32.30,512,0.00,100.00,400
24.00,90.00,36,0.00,100.00,400
20.00,90.00,36,0.00,100.00,400
26.00,19.70,4096,0.00,100.00,400
20.00,32.30,512,0.00,100.00,400
20.00,19.70,4096,0.00,100.00,400
