arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
40.00,90.00,27,91.00,9.00,100
38.00,13.00,262144,0.00,100.00,100
40.00,15.30,32768,0.00,100.00,100
36.00,19.70,4096,0.00,100.00,100
40.00,13.00,262144,1.00,99.00,100
34.00,13.00,262144,1.00,99.00,100
38.00,90.00,18,99.00,1.00,100
38.00,90.00,27,89.00,11.00,100
34.00,90.00,18,99.00,1.00,100
28.00,90.00,18,90.00,10.00,100
28.00,13.00,262144,0.00,100.00,100
36.00,13.00,262144,0.00,100.00,100
36.00,15.30,32768,0.00,100.00,100
34.00,15.30,32768,0.00,100.00,100
32.00,90.00,18,96.00,4.00,100
30.00,13.00,262144,0.00,100.00,100
20.00,13.00,262144,0.00,100.00,100
38.00,19.70,4096,1.00,99.00,100
38.00,15.30,32768,0.00,100.00,100
28.00,15.30,32768,0.00,100.00,100
24.00,13.00,262144,0.00,100.00,100
40.00,90.00,18,99.00,1.00,100
30.00,19.70,4096,0.00,100.00,100
22.00,15.30,32768,0.00,100.00,100
24.00,90.00,18,47.00,53.00,100
36.00,90.00,27,75.00,25.00,100
40.00,19.70,4096,0.00,100.00,100
26.00,90.00,18,65.00,35.00,100
30.00,90.00,18,97.00,3.00,100
26.00,32.30,512,0.00,100.00,100
28.00,90.00,36,1.00,99.00,100
26.00,13.00,262144,0.00,100.00,100
34.00,19.70,4096,0.00,100.00,100
32.00,15.30,32768,0.00,100.00,100
30.00,90.00,27,21.00,79.00,100
20.00,90.00,27,0.00,100.00,100
36.00,32.30,512,0.00,100.00,100
32.00,13.00,262144,0.00,100.00,100
20.00,19.70,4096,0.00,100.00,100
22.00,13.00,262144,1.00,99.00,100
26.00,15.30,32768,0.00,100.00,100
36.00,90.00,18,99.00,1.00,100
24.00,15.30,32768,0.00,100.00,100
36.00,90.00,36,18.00,82.00,100
20.00,90.00,36,0.00,100.00,100
38.00,32.30,512,0.00,100.00,100
22.00,19.70,4096,0.00,100.00,100
34.00,90.00,27,67.00,33.00,100
26.00,19.70,4096,0.00,100.00,100
22.00,32.30,512,0.00,100.00,100
32.00,90.00,27,39.00,61.00,100
40.00,32.30,512,0.00,100.00,100
30.00,15.30,32768,0.00,100.00,100
22.00,90.00,18,27.00,73.00,100
28.00,32.30,512,0.00,100.00,100
28.00,19.70,4096,0.00,100.00,100
32.00,90.00,36,3.00,97.00,100
30.00,90.00,36,0.00,100.00,100
32.00,32.30,512,0.00,100.00,100
26.00,90.00,27,6.00,94.00,100
24.00,90.00,36,0.00,100.00,100
26.00,90.00,36,0.00,100.00,100
22.00,90.00,36,0.00,100.00,100
24.00,32.30,512,0.00,100.00,100
24.00,19.70,4096,0.00,100.00,100
34.00,32.30,512,0.00,100.00,100
22.00,90.00,27,0.00,100.00,100
20.00,15.30,32768,0.00,100.00,100
24.00,90.00,27,2.00,98.00,100
38.00,90.00,36,41.00,59.00,100
20.00,32.30,512,0.00,100.00,100
20.00,90.00,18,8.00,92.00,100
32.00,19.70,4096,0.00,100.00,100
40.00,90.00,36,48.00,52.00,100
30.00,32.30,512,0.00,100.00,100
34.00,90.00,36,12.00,88.00,100
28.00,90.00,27,10.00,90.00,100
