frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,841378.210771,175525.000000,57.105166
4,2066906.262241,296636.000000,129.375423
8,1663905.595453,291352.000000,175.279776
16,1866570.314874,293290.000000,1426.295902
32,2712797.784470,300765.000000,2148.890179
64,3607692.948832,301078.000000,80624.643249
128,2192713.545479,300189.000000,1227.131207
256,3393263.393798,299454.000000,410964.665346
512,2093920.728044,304819.000000,161627.972239
1024,3679067.126139,297735.000000,398402.668145
2048,1878365.310424,277421.000000,160419.445969
4096,4192907.787209,298329.000000,271809.164489
8192,1130767.956322,183616.000000,433149.022460
16384,3930760.874711,292377.000000,1498986.753707
32768,4920210.554761,293617.000000,3680756.829938
65536,5190623.766327,300555.000000,4441557.179824
