frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1607494.063104,301442.000000,54.571055
4,1688870.704503,292312.000000,141495.000000
8,2295402.319164,298754.000000,119.478031
16,1700214.720594,262373.000000,205.329004
32,2436271.602963,296709.000000,87.840765
64,2161076.560254,298720.000000,9203.410183
128,2850176.092053,297676.000000,220693.784516
256,2761568.314089,289959.000000,14663.889593
512,3783948.495862,302143.000000,660848.327425
1024,2711747.271101,280977.000000,633894.012754
2048,2397134.072361,282502.000000,183561.664800
4096,861712.545454,101078.000000,189775.359454
8192,1386603.699922,133929.000000,123038.147674
16384,3477922.887058,299971.000000,1941070.090554
32768,3635777.838804,260238.000000,1252034.330248
65536,4020145.034437,300352.000000,2318110.398590
