frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1278446.493858,245957.000000,245.230504
4,1715609.225668,266707.000000,12264.106572
8,2566724.307787,296761.000000,649.256498
16,2067444.176298,246316.000000,22122.854088
32,2098726.405577,262640.000000,6927.275078
64,2621991.325620,300459.000000,8121.417426
128,2342552.194829,295732.000000,97227.982402
256,3844372.035183,300345.000000,470737.868212
512,2682021.617426,293203.000000,92701.207117
1024,2368145.502312,272845.000000,84712.975529
2048,2446450.502979,288971.000000,125222.003118
4096,2615144.407419,291913.000000,1112472.770813
8192,3915809.581383,291051.000000,2260170.014137
16384,4122553.109981,265804.000000,1765691.510413
32768,3025615.358356,263867.000000,1469983.938401
65536,4607776.635879,304002.000000,3967783.897413
