frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2342348.865054,281933.000000,34.000000
4,2459512.403425,294481.000000,50890.120760
8,2555577.152255,296820.000000,223.836994
16,2538715.922646,304108.000000,12029.838154
32,2810377.053576,293041.000000,80508.293144
64,2312986.359548,293740.000000,10283.457979
128,2251266.790342,290220.000000,191710.543862
256,3099392.681348,296356.000000,236601.582157
512,2389350.995608,280803.000000,108253.159723
1024,2194200.628087,278070.000000,207099.689133
2048,2670794.906888,296508.000000,519013.266546
4096,2445741.487701,296642.000000,915783.673544
8192,3450451.344846,222115.000000,951237.911026
16384,1113611.645682,135668.000000,483055.726918
32768,2311083.191364,176861.000000,1991035.580882
65536,4881654.085845,245125.000000,4118500.943149
