frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2061947.089238,302426.000000,244.043029
4,1476925.761445,273398.000000,194.167454
8,1861253.802104,290876.000000,3268.602607
16,1352200.867963,273645.000000,276.383791
32,2263252.352953,252882.000000,1725.598157
64,2306629.634161,279483.000000,1467.746572
128,2834673.380449,296465.000000,331680.928959
256,3062671.522836,299861.000000,328315.531328
512,2796965.771296,300512.000000,73291.379111
1024,2953730.697640,290749.000000,601075.301437
2048,3350876.240588,304642.000000,924308.947770
4096,806513.208658,221045.000000,375590.215947
8192,1956789.937139,258149.000000,809858.815596
16384,3670316.183486,282036.000000,684026.805344
32768,3310849.932331,286862.000000,2312206.257952
65536,3451401.980892,251254.000000,3155301.689789
