frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1313811.761964,271591.000000,85.317056
4,2082579.492236,301694.000000,278.231918
8,1869967.058566,302465.000000,199.130610
16,2217369.460737,286224.000000,96.265259
32,1640546.667598,290314.000000,154.644754
64,2398595.738510,298970.000000,234469.010353
128,2490407.686980,297567.000000,47076.988784
256,2773805.843990,301367.000000,41058.563297
512,2916199.350835,291908.000000,466741.682758
1024,3282993.803458,296168.000000,414660.988145
2048,2650119.061585,304916.000000,469339.731075
4096,1916454.411463,276218.000000,365533.962292
8192,3378528.630496,235281.000000,1111386.108894
16384,5611071.060079,303559.000000,4591308.023673
32768,2293756.392499,305833.000000,1274676.430272
65536,1696988.574861,121533.000000,1359319.532636
