frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1577091.998534,228640.000000,167.558945
4,1948231.831092,287289.000000,74.168727
8,1148802.226680,280740.000000,772.355488
16,2452161.890703,299190.000000,383.048300
32,1940468.989491,300269.000000,179.315365
64,2997709.506402,296498.000000,28565.305705
128,1764366.801156,297951.000000,26585.201278
256,2680511.598026,305935.000000,263662.473820
512,3026641.368136,288260.000000,218809.435585
1024,1919429.146501,194469.000000,505436.214036
2048,1791603.995272,300193.000000,538758.062988
4096,676695.937045,181462.000000,258939.932210
8192,2744026.262500,273373.000000,1798665.636548
16384,2778342.413149,254254.000000,1481862.517294
32768,1260118.207315,186996.000000,643677.146252
65536,1809192.793948,143048.000000,1759826.691639
