frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1171843.632387,286904.000000,10677.253345
4,1141462.636094,257847.000000,67.372101
8,2540126.400529,286665.000000,6028.778069
16,3029778.623562,285166.000000,195953.035261
32,2176032.836633,292982.000000,106694.135190
64,2613169.569006,302513.000000,2259.871235
128,2881716.086901,297502.000000,208580.357337
256,3522225.431844,297590.000000,214451.753015
512,2773532.895041,297277.000000,416670.120773
1024,2256194.821591,303683.000000,401670.079207
2048,2425478.918869,284344.000000,615885.549724
4096,2761810.104676,293982.000000,804952.035428
8192,3686183.756093,305383.000000,1337471.708983
16384,3567713.519445,297457.000000,775758.196354
32768,3453739.702733,302931.000000,687834.456390
65536,1932901.610819,249266.000000,0.000000
