frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1339522.831673,223595.000000,107.168092
4,2166978.016525,301545.000000,28.000000
8,1266523.916271,231175.000000,302.420237
16,2473903.813927,299488.000000,2759.454656
32,1648003.256061,294267.000000,2281.885405
64,2730480.482511,293278.000000,244882.229941
128,1281167.730390,176215.000000,19664.352163
256,3311864.809300,294934.000000,497836.885362
512,2891911.500850,288767.000000,51409.866465
1024,2102710.206000,278124.000000,191627.785190
2048,3276751.729209,300291.000000,723470.177413
4096,3736728.088704,291534.000000,1874476.997001
8192,3812454.409779,295772.000000,2191533.363581
16384,878677.886792,122380.000000,702726.892136
32768,1431783.177611,91886.000000,1347472.128380
65536,5796695.605498,299799.000000,2452975.913195
