frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1508948.334654,270366.000000,144.855100
4,1552294.261219,297860.000000,77.903787
8,1978446.483545,290998.000000,250.577333
16,1764710.476309,296141.000000,181.229137
32,2837335.518677,301711.000000,140606.572890
64,2349410.427633,294251.000000,2946.970139
128,2683538.313766,301339.000000,237318.270837
256,2311065.516195,304114.000000,135835.861101
512,2355671.490019,300241.000000,319601.062792
1024,3239897.889746,284877.000000,43580.041005
2048,2476837.955610,300198.000000,125202.722011
4096,2040470.121033,205970.000000,822293.720059
8192,2505387.399484,190841.000000,1429923.445421
16384,1164816.806380,94824.000000,398512.229437
32768,2710130.446572,218280.000000,1451226.381646
65536,2863051.558761,239787.000000,2543012.272700
