frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2266959.890600,262871.000000,72.124892
4,1876981.395296,297462.000000,9058.815982
8,1942781.473211,282633.000000,19430.367135
16,2342538.101589,285386.000000,2763.356112
32,2532359.106512,293077.000000,533.035646
64,2145730.084507,282518.000000,18975.582468
128,2822413.840614,299286.000000,916.048579
256,2763363.632076,296263.000000,89109.734642
512,2471664.964506,280294.000000,181920.375607
1024,3617147.755714,304886.000000,309477.037185
2048,2829555.777258,264056.000000,403426.847824
4096,2836311.320979,297878.000000,888319.465135
8192,2934875.192220,302849.000000,222770.998200
16384,2544754.023126,271981.000000,831714.382095
32768,3226912.490074,301468.000000,2799699.463746
65536,912981.652061,73280.000000,814433.119969
