frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1151926.754603,300686.000000,21.213203
4,2014968.893216,300186.000000,215.183643
8,1850530.361557,295322.000000,1214.308033
16,2015024.323088,297522.000000,95020.780548
32,2395199.723323,292415.000000,991.597196
64,2110056.948996,280032.000000,126846.632892
128,2697073.656488,300738.000000,283048.328711
256,2717810.915272,285585.000000,245012.578077
512,2824229.035631,304753.000000,182234.299148
1024,2594008.308653,302133.000000,94671.454853
2048,3284261.820815,292746.000000,762086.827769
4096,741084.978372,129908.000000,103789.230785
8192,3211458.172672,302473.000000,1852003.930506
16384,4183342.027683,302136.000000,2539323.633242
32768,1424348.100930,167619.000000,942563.580594
65536,1301742.700021,161363.000000,0.000000
