frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1256023.135792,201641.000000,902.018847
4,1680148.380930,299568.000000,69.462220
8,2230198.581545,291394.000000,32787.119026
16,1496633.978987,298826.000000,4346.427268
32,2563800.633486,299232.000000,4820.372496
64,2623678.571678,290657.000000,20106.633209
128,3488113.292919,302714.000000,338158.656549
256,3062428.450134,298421.000000,326891.181242
512,2970906.884777,290695.000000,431535.998574
1024,1987735.472797,286649.000000,104092.234585
2048,3431520.478670,294140.000000,470852.230046
4096,3191457.277899,278956.000000,1219988.119705
8192,4218366.246494,274071.000000,1010715.282216
16384,5021515.994736,293302.000000,3322979.416434
32768,1382794.216716,217976.000000,754815.961716
65536,410547.453209,72702.000000,0.000000
