frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1723138.582846,286221.000000,127.561750
4,2329569.590237,292920.000000,47.391982
8,1684331.062124,299763.000000,253.584306
16,2111129.387587,289291.000000,3901.333746
32,2406272.818611,299195.000000,279389.713488
64,2523311.868409,298719.000000,3314.202016
128,2485171.224777,296510.000000,56319.415693
256,2890683.077932,293357.000000,132741.645786
512,2704397.639003,303147.000000,124110.167122
1024,3457565.968160,298795.000000,883186.087168
2048,2585684.180987,302315.000000,568395.876528
4096,1688120.600468,247255.000000,516475.767145
8192,2629781.147595,293846.000000,452067.544542
16384,2109667.124806,157627.000000,1486468.691479
32768,4462520.474689,267033.000000,3277169.734859
65536,1579303.652852,186387.000000,1381506.835207
