frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1442928.833764,281719.000000,70.035705
4,2281961.043819,299291.000000,209.857094
8,2164866.095280,301549.000000,177.152477
16,1896612.842081,302201.000000,9716.531274
32,3095259.839659,298979.000000,127324.031816
64,2720542.653903,306855.000000,297240.213888
128,2700789.693508,304536.000000,46818.161786
256,2929687.502790,299397.000000,239389.644346
512,2924292.509226,282313.000000,526147.899232
1024,2848150.967272,296590.000000,396231.277988
2048,2068078.093063,198282.000000,605032.783627
4096,2637118.806600,273134.000000,268334.170590
8192,3199723.686575,297337.000000,1275627.372821
16384,1857601.689167,304909.000000,329148.018388
32768,2263070.668350,248683.000000,956844.147121
65536,2760922.024225,232320.000000,2439629.338635
