frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1630120.024375,290333.000000,134.755334
4,2413382.946216,299393.000000,180.163814
8,1736381.989288,301365.000000,100.940577
16,2110510.652720,293045.000000,566.435345
32,3002981.892649,306997.000000,48356.002451
64,1880561.578290,301295.000000,5642.123182
128,2789864.880055,302438.000000,3933.374378
256,2838770.626837,294372.000000,390520.118612
512,3390326.513364,305732.000000,208710.549520
1024,1915857.391773,291201.000000,315615.927462
2048,2031045.243924,247762.000000,506174.514155
4096,2364863.818274,223020.000000,1272880.546700
8192,2732610.767895,256708.000000,1374864.672828
16384,3196950.802805,306192.000000,2004398.744582
32768,1573858.555019,204522.000000,951132.617429
65536,1920623.774163,267213.000000,295492.482048
