frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1405896.736349,250279.000000,2174.381981
4,1150506.531667,295802.000000,81.510735
8,2443999.490111,292015.000000,968.016012
16,2524012.678718,297073.000000,3086.762382
32,2351393.281472,295517.000000,41413.905092
64,2675167.182437,294053.000000,1248.919533
128,2753036.540727,305567.000000,6168.557125
256,1874576.094039,296610.000000,34925.686650
512,3209368.778818,302242.000000,64262.899351
1024,2432895.990997,265371.000000,423713.587443
2048,1687120.259507,213841.000000,490085.729349
4096,2424988.879440,303472.000000,920796.166823
8192,2826776.256282,302897.000000,714376.050622
16384,5337513.980069,298962.000000,3027232.390466
32768,2300197.916226,297666.000000,696998.019826
65536,2549357.360028,172620.000000,2277777.270978
