frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1761704.326175,255238.000000,116.931604
4,2131572.231330,296846.000000,171.333009
8,2010511.299493,293761.000000,840.735392
16,1662840.081917,298654.000000,108.415866
32,2299535.499067,304776.000000,11934.353481
64,2902397.621888,305336.000000,3525.234035
128,2774959.959295,298779.000000,796.675593
256,2273925.529909,300059.000000,20061.567985
512,3072692.852567,288681.000000,104348.133965
1024,2170078.098727,280425.000000,218783.218026
2048,3255699.563754,303551.000000,575202.347495
4096,2719654.151833,284995.000000,172747.720402
8192,2908315.406937,307020.000000,518055.941025
16384,3773451.812441,303913.000000,1090002.154647
32768,3154457.267956,239388.000000,2120335.851169
65536,985893.039963,129758.000000,75426.819640
