frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1848975.792947,293137.000000,62.032250
4,1712150.805356,297288.000000,1291.255978
8,2004255.226988,301689.000000,778.148443
16,1963964.551176,296521.000000,117.298764
32,2017223.951698,280211.000000,161.198635
64,2150350.673736,293010.000000,258.340860
128,2777541.640425,299632.000000,210694.055018
256,2582427.719043,301350.000000,251452.671857
512,3225575.512386,291181.000000,169812.615898
1024,3248120.212975,265024.000000,193265.904727
2048,2494354.667620,261714.000000,736782.607924
4096,2884059.772693,267885.000000,1058274.784476
8192,5056444.460191,297837.000000,1750768.836202
16384,1799681.248610,257196.000000,1020287.506309
32768,4774836.897936,272297.000000,3029000.672538
65536,3733457.913641,291970.000000,2756357.753148
