frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1951653.070760,303870.000000,202.019801
4,2024326.068461,293526.000000,54.918121
8,1203827.300518,168654.000000,157.534123
16,2083958.698906,256009.000000,88846.662948
32,2665348.287530,281081.000000,652.203189
64,2777477.470099,296915.000000,736.868374
128,2929260.531301,298422.000000,44572.398758
256,2817716.827397,300410.000000,467060.752908
512,3100902.777407,302983.000000,397406.777193
1024,2605842.474146,294132.000000,237587.265134
2048,3884369.537006,292398.000000,1224856.142813
4096,1403977.787981,202654.000000,789718.619327
8192,2441900.574130,292023.000000,1262158.898060
16384,3985668.434308,300344.000000,2322425.886521
32768,4050599.899711,223315.000000,3056902.992632
65536,6893572.457137,304414.000000,6808372.560517
