frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1375328.670390,255542.000000,202.869416
4,675089.661381,175333.000000,1171.581837
8,1899292.393337,283248.000000,222.636475
16,1567600.255340,302448.000000,5719.218566
32,2009192.445284,303497.000000,843.566832
64,2607682.657903,301605.000000,82385.195011
128,2528601.852762,292685.000000,194516.571487
256,2764476.722455,298683.000000,212685.388285
512,3459341.905473,295830.000000,354904.052456
1024,3004197.211074,285044.000000,708271.952657
2048,3299491.711289,306343.000000,132902.043351
4096,3170805.386115,280318.000000,465658.306520
8192,1915866.952401,264217.000000,561152.618085
16384,3711899.403689,275277.000000,2073470.277789
32768,2880716.743118,276303.000000,2456128.595584
65536,6202058.633719,303207.000000,5679005.218673
