frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2008400.885842,299296.000000,516.051354
4,1894363.185659,268053.000000,67.808554
8,2076000.090395,283228.000000,301.688581
16,1330739.498379,253340.000000,41022.087075
32,2424798.874924,295341.000000,38725.920518
64,2616315.551865,296951.000000,343691.243485
128,2291613.582528,292892.000000,142614.531388
256,3250529.458483,304927.000000,17195.747992
512,2967920.937344,301340.000000,473224.833309
1024,2666821.263741,298081.000000,333489.993612
2048,3499143.937858,293528.000000,1119099.429093
4096,1747749.133841,281624.000000,462733.542286
8192,3967604.262084,293659.000000,1476503.792000
16384,3232165.327005,298561.000000,1229690.910219
32768,1061638.785168,162855.000000,598545.228460
65536,746522.146095,101001.000000,0.000000
