frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,904710.169780,244459.000000,31.000000
4,326696.803720,102787.000000,94.704805
8,2170742.391803,292941.000000,37.589892
16,2420856.119270,298347.000000,102.727796
32,2234993.068646,297023.000000,157.378525
64,2979928.194338,287272.000000,279276.561494
128,3353062.023949,296215.000000,177056.937368
256,3479117.415993,295519.000000,6762.214652
512,3308602.654336,295779.000000,200952.585024
1024,3066248.862437,285911.000000,27066.331096
2048,2917405.715135,294821.000000,643879.792681
4096,1155159.737244,261384.000000,116536.748749
8192,1518708.302162,234437.000000,664467.508692
16384,1904012.523606,274205.000000,974425.889079
32768,5838022.639755,299238.000000,4058266.119527
65536,171166.285109,37244.000000,113541.163285
