frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2194486.884301,295116.000000,60.745370
4,1927361.415504,294356.000000,575.661359
8,1939750.674565,287590.000000,24480.026838
16,1908325.137624,295136.000000,1703.697743
32,1375974.153862,288876.000000,199.464283
64,2331325.774356,295526.000000,142217.884354
128,2294069.001516,267668.000000,4886.446664
256,1987805.386244,231777.000000,386075.044963
512,3179488.725538,282837.000000,143560.351821
1024,2457927.794446,292440.000000,512052.148330
2048,2795186.423286,299960.000000,682961.278117
4096,3074700.634449,301980.000000,1143664.046169
8192,3491962.590064,296154.000000,1231357.268784
16384,3558003.498439,288146.000000,1942635.912716
32768,3369308.207871,303971.000000,1305367.605694
65536,5518140.793503,306298.000000,4430346.923129
