frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,821869.012944,225829.000000,2397.939949
4,1283783.477163,289894.000000,64.451532
8,2216535.264276,292052.000000,68.724086
16,1024170.782199,169418.000000,55321.223595
32,2686473.796287,292424.000000,163.058272
64,2405151.127691,282224.000000,192.377234
128,2934194.452753,301609.000000,162630.002481
256,3202129.096936,302090.000000,129861.741079
512,1541985.419968,261626.000000,49097.531883
1024,2295149.455307,260925.000000,41155.816928
2048,3156720.020515,287728.000000,789986.679414
4096,4405664.240901,300637.000000,257449.336783
8192,3580309.654374,302577.000000,1509286.765913
16384,2979051.651816,293427.000000,1445856.080516
32768,1628120.914148,168326.000000,731472.707424
65536,5041650.385902,237072.000000,5041355.165090
