frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2040672.896061,300228.000000,55.000000
4,2141517.100226,290689.000000,261.480401
8,1643865.977165,292560.000000,285.003509
16,1637623.579655,244712.000000,32813.345288
32,2917485.525926,277995.000000,129.691943
64,2784465.049230,294660.000000,1011.812730
128,2737951.553121,286138.000000,168424.756874
256,3091059.377731,292555.000000,168127.646367
512,3834146.484354,302148.000000,779308.828929
1024,3045469.792676,290428.000000,468994.926861
2048,3624642.834547,289626.000000,663511.294266
4096,2535048.043348,284192.000000,795283.344804
8192,3921258.609675,300755.000000,832256.189598
16384,1775630.932255,272173.000000,722203.954417
32768,4341591.686275,277004.000000,2221257.198657
65536,3827074.346055,249398.000000,2103370.331866
