frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2291313.989586,253396.000000,61.457302
4,2276591.286491,279744.000000,761.241749
8,1124929.229429,296862.000000,83.450584
16,1462838.273638,191750.000000,4197.668758
32,2720267.744196,252990.000000,1478.135988
64,2208702.208767,302640.000000,135069.731754
128,2636540.801611,265412.000000,132124.345088
256,2954099.680173,295012.000000,590463.178475
512,3342123.783301,298492.000000,116648.580840
1024,3205501.758362,272473.000000,412420.921189
2048,4015673.395640,301008.000000,754402.211220
4096,3122426.776885,289103.000000,1359489.937240
8192,3760048.181742,270372.000000,1313710.467868
16384,3386048.366707,243655.000000,2476823.788232
32768,451722.169351,78745.000000,16863.971181
65536,4798176.631298,299227.000000,4037260.016746
