frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1829784.841584,279729.000000,36.000000
4,1702494.083111,298475.000000,152.138095
8,1866981.285983,293473.000000,16991.111088
16,1797061.942037,267586.000000,957.436682
32,1876181.829398,264122.000000,1328.500282
64,2407525.218026,277994.000000,29818.984942
128,3296655.176787,292867.000000,240310.383049
256,3482794.124513,299259.000000,195080.381815
512,2531042.659554,288873.000000,167218.294179
1024,3233815.576197,299279.000000,220700.831371
2048,2892172.017572,277055.000000,492102.542120
4096,3108017.013604,238738.000000,265688.235137
8192,2597690.794517,293737.000000,526422.057020
16384,1453121.213923,155772.000000,307462.284537
32768,3127796.126280,296708.000000,904231.429245
65536,1626503.509641,203161.000000,1465790.285556
