frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2126061.077159,282709.000000,71.617037
4,1459222.300136,224572.000000,205.718254
8,1885870.549015,285294.000000,1095.858568
16,2382946.844428,296092.000000,357.966479
32,2167403.899642,291749.000000,451.893793
64,2714206.763178,295571.000000,193553.100562
128,3219932.178300,299273.000000,190827.560591
256,2117510.558153,278803.000000,24002.625565
512,3224209.792125,302972.000000,409950.836580
1024,2359359.714675,272362.000000,740718.738179
2048,3171831.726262,295927.000000,1108881.731616
4096,2006361.524475,252926.000000,56030.453113
8192,1708102.806268,268314.000000,102337.084451
16384,1752850.180106,193968.000000,789202.606711
32768,5094230.819985,301476.000000,2298655.051786
65536,4317499.421613,240151.000000,3428315.894953
