arrival_rate,bp_parameter,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,"{'L': 16.772, 'H': 64}",0.3685877794939343,1.047606499120373,0.9489579101327592,0.5502020658262893,1.1541505189109926,0.5889117225511658,1.1039546516597485
20,"{'L': 32.3, 'H': 512}",0.8901992271093414,1.7397015527263882,1.0021963243260763,0.9546965439887034,1.0972800689827562,1.049282394064802,1.7358889775376545
20,"{'L': 19.7, 'H': 4096}",0.5297327571901006,1.7520012848940738,1.0303142083441523,0.6983697808853385,0.6632886412485848,1.1354725436894904,1.7004533866515974
20,"{'L': 8.5, 'H': 262144}",0.4312193744550067,1.711913319522716,0.987361858687944,0.88943810545572,1.099654074301761,1.0869240632978825,1.7338256531375362
20,"{'L': 7.918, 'H': 512}",0.4457170758324304,1.904060776366742,1.133945596600239,1.2842535378572848,0.8300181200723169,1.3045043584808778,1.6791464970413386
20,"{'L': 56.3, 'H': 64}",0.7795732180188742,1.026254117311754,0.9374772836812282,0.786485591699959,1.098507270291318,0.660571682929352,1.094697583798428
20,"{'L': 12.4, 'H': 4096}",0.6217898905265126,1.7811734359355746,1.0347950039099074,0.9472966607940076,0.901047585302628,1.111046317312617,1.7212814414502615
20,"{'L': 13.0, 'H': 262144}",0.3458929828526437,1.7174616215641902,1.0205540576001702,1.0418129674969294,0.4629895715248883,1.220672239326519,1.682871778103353
20,"{'L': 9.8, 'H': 32768}",0.4253690331882013,2.1267775451409117,1.6002180756104945,1.085590445377992,0.794426449874083,1.2697780654267992,1.329054819187398
20,"{'L': 15.3, 'H': 32768}",0.6832956481758204,1.9972324145212963,1.4545240516804234,0.613576380202587,1.0812180327819247,1.2824903824554272,1.3731174896791
20,"{'L': 4.639, 'H': 32768}",0.0340601366296576,1.3174294845361076,1.0234765391183172,0.9960045740757286,1.1060186476368496,1.0203512932909131,1.2872102429148196
20,"{'L': 5.649, 'H': 4096}",0.3122991481573224,1.853594858078723,1.1502414436518669,1.158954678408594,0.7615496442412335,1.2439984155723105,1.6114832831912231
20,"{'L': 4.073, 'H': 262144}",0.0900498432756201,1.381561649203889,1.0473162333373047,1.1641378832401543,0.7853879894736582,1.1635981410243317,1.319144691189882
20,"{'L': 18.9, 'H': 512}",0.7388394401211525,1.6408688365518476,1.020538843801776,0.9133213146969098,1.1190939535586966,1.0121460286944088,1.607845547984415
