arrival_rate,bp_parameter,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,"{'L': 13.0, 'H': 262144}",0.4755065453423368,2.559406507808395,1.0,0.8714016486172351,0.6278016451322087,1.5645451903619956,2.559406507808395
20,"{'L': 15.3, 'H': 32768}",0.8281235528077894,3.4601233428555536,1.0,1.1818594704731584,1.0494438779072228,2.117005506633786,3.4601233428555536
20,"{'L': 18.9, 'H': 512}",0.6635049485097702,1.6095720575895125,1.0000000000000002,0.8220767269413548,1.000697580367373,0.9663181347566524,1.609572057589512
20,"{'L': 19.7, 'H': 4096}",0.791318259873512,2.357501144677309,1.0,0.9933561100554416,1.0140743114710775,1.4362931993655137,2.357501144677309
20,"{'L': 9.8, 'H': 32768}",0.320202017595228,1.6988112234800108,1.0,0.7232623739825896,0.5404222339269725,1.0247037045325385,1.6988112234800108
20,"{'L': 12.4, 'H': 4096}",0.6891492288284073,2.759690799811696,1.0,1.170717844297804,1.0212969009466977,1.6787274799414404,2.759690799811696
20,"{'L': 4.639, 'H': 32768}",0.0499789778951304,1.5838642615863583,1.0,0.7750726554711853,0.1650442559100559,0.9375600520435592,1.5838642615863583
20,"{'L': 32.3, 'H': 512}",0.776185903520284,1.4609023151822702,1.0000000000000002,0.8135934721720516,1.001245646084138,0.8655290668067885,1.46090231518227
20,"{'L': 4.073, 'H': 262144}",0.0416339610164,1.5688737088325155,1.0,0.8436229516606919,0.1310896597638624,0.99172752355858,1.5688737088325155
20,"{'L': 5.649, 'H': 4096}",0.0999418560440449,1.6022955622857258,1.0,0.874214357254242,0.3632798840242188,0.986762308355909,1.6022955622857258
20,"{'L': 7.918, 'H': 512}",0.277532272840877,1.7861819131660348,1.0,0.9523807536729344,1.0004376130085242,1.0572342700671762,1.7861819131660348
20,"{'L': 16.772, 'H': 64}",0.332145315277481,0.8288150830867377,0.8287353687673064,0.4418474700705406,1.0000995065557607,0.4748754370664673,1.0000961879056156
20,"{'L': 56.3, 'H': 64}",0.6644014185976922,0.894452882224765,0.8943428881957829,0.6549174502685323,1.0001241665768787,0.5949788258959033,1.0001229886550609
20,"{'L': 8.5, 'H': 262144}",0.2762437242358692,1.688914843394062,1.0,0.7194902707305283,0.4750285214941558,1.0333483592793973,1.688914843394062
22,"{'L': 16.772, 'H': 64}",0.2504397060247083,0.7270576361900377,0.7269282231062203,0.3692268110573138,1.0001807987878222,0.4040678038381174,1.0001780273205854
22,"{'L': 8.5, 'H': 262144}",0.2166889740821944,1.6474402640673045,1.0,0.6062032863637907,0.3560761151843535,1.0220834522121427,1.6474402640673045
22,"{'L': 32.3, 'H': 512}",0.7498564743942764,1.4531158248443454,1.0,0.8074963783307748,1.0012622753168945,0.8575563134080111,1.4531158248443454
22,"{'L': 13.0, 'H': 262144}",0.2953977571282984,1.7393211595247962,1.0,0.5145589412155259,0.4026862842853471,1.0471597715371923,1.7393211595247962
22,"{'L': 15.3, 'H': 32768}",0.8135123086375334,3.6249742855914127,1.0,1.3335613629028409,1.0575534818767165,2.2073272390803806,3.6249742855914127
