frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,854536.324428,34108.000000,29705.838231
4,879061.766508,27818.000000,8906.568924
8,1043255.630071,38318.000000,16036.588665
16,1244711.928290,41023.000000,11746.461339
32,1404266.454144,51086.000000,41430.536263
64,1724031.830222,49636.000000,111716.568717
128,2369903.335611,81824.000000,11610.091128
256,1794198.913000,67777.000000,208126.311897
512,2656847.640720,91112.000000,471009.811989
1024,1971962.497853,62033.000000,272935.335188
2048,1655514.730867,52945.000000,306131.738611
4096,2381369.532459,65658.000000,217017.365112
8192,2974297.578838,91877.000000,1169259.769261
16384,3931582.742363,133406.000000,1698656.519768
32768,2557062.865924,78395.000000,643573.271141
65536,4028986.074895,120198.000000,3261410.350218
