frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,529474.944994,18952.000000,10138.125912
4,902932.882508,39079.000000,18840.120568
8,572053.791551,18901.000000,2524.314759
16,736721.360279,26804.000000,13718.136025
32,1760466.123105,60498.000000,39290.876995
64,1694491.835611,57673.000000,107690.725845
128,1363934.354164,46341.000000,135240.682640
256,2055065.563908,80221.000000,146306.244460
512,1588665.659189,52153.000000,113934.881687
1024,2131579.422444,71173.000000,303263.501159
2048,1442381.080959,49078.000000,66227.105387
4096,3694553.938356,91153.000000,209358.374435
8192,1730320.268464,48289.000000,329750.399392
16384,1007580.775684,34310.000000,378746.772071
32768,4875988.931421,153776.000000,2122892.468599
65536,2166218.151478,72853.000000,1871724.059811
