frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1438577.487959,46040.000000,36452.405449
4,1427984.721801,48908.000000,45444.462006
8,603805.262664,23401.000000,7824.155482
16,1451353.816946,54164.000000,39278.424357
32,1547547.141026,57095.000000,48493.652750
64,1633741.233475,69700.000000,25810.511366
128,2165719.732583,79593.000000,88729.933484
256,2375176.912629,77045.000000,96179.930121
512,2008019.084512,72296.000000,147641.989793
1024,2347435.122564,78502.000000,148011.012006
2048,962563.389659,33006.000000,135096.394319
4096,1836282.521336,61060.000000,576482.047109
8192,1983151.452777,75515.000000,821043.057013
16384,1943872.146964,83778.000000,731897.609189
32768,463155.966653,21955.000000,0.000000
65536,218450.719775,14154.000000,0.000000
